link,artist,artist_country,keywords,subject,styles,mediums,materials,list_price,category,height,width,depth
/art/Painting-Summer-in-town/56416/2550730/view,Lilia Orlova*Holmes,,"summer, wall, sity, floral, grey",Nature,"Abstract, Expressionism, Figurative, Fine Art, Realism",Oil,Canvas,"$1,079.00",Painting,23.6  H, 27.6  W,1.6
/art/Painting-Triangle-Pose/6631/2746925/view,Lynne Taetzsch,United States,"abstract expressionism, non, contemporary, expressionist, abstract, abstraction, impressionist, modern, modernism",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern",Acrylic,Canvas,"$2,000.00",Painting,36  H, 36  W,1.5
/art/Painting-Much-more-than-a-bike/568846/2938092/view,Donatella Marraoni,Italy,"bike, wall, cement, bycicle, italian artist, donatella marraoni, Materic, modern, new",Bicycle,"Abstract Expressionism, Figurative, Fine Art, Modern, Illustration","Oil, Acrylic, Gesso",Canvas,$660.00,Painting,15.7  H, 15.7  W,1.6
/art/Painting-VALLEE-DU-CELE/664392/2843815/view,jean*humbert savoldelli,France,"acrylic, painting, SAVOLDELLI, VALLEE DU CELE, landscape",Landscape,"Abstract, Abstract Expressionism, Fine Art",Acrylic,Canvas,"$1,420.00",Painting,39.4  H, 31.5  W,0.8
/art/Painting-Bird-of-Happiness/341145/2541348/view,Daria Bagrintseva,United States,"bird, blue, daria, Bagrintseva, Daria Bagrintseva, expression, abstract",Animal,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern",Acrylic,Canvas,"$26,150.00",Painting,39.8  H, 60.2  W,1.4
/art/Painting-Schiermonnikoog-Wadden-Islands-abstract-N-1447/91068/2799522/view,Koen Lybaert,Belgium,"wadden islands, abstract, Schiermonnikoog, green, nature",Nature,"Abstract, Fine Art",Oil,Canvas,"$2,170.00",Painting,31.5  H, 47.2  W,1.6
/art/Painting-MAJESTIC-III/460955/2172437/view,Michele Morata,United States,"portal, silver, surreal, surrealism, teal, bronze, expressionism, fantasy, abstract, green, metallics, mystical",Landscape,"Surrealism, Abstract, Fine Art, Expressionism, Abstract Expressionism","Oil, Acrylic, Paint, Plaster, Paper","Bronze, Canvas, Paper, Stone, Other",$980.00,Painting,11  H, 14  W,1.5
/art/Painting-girl-in-the-dark-room/805287/2880972/view,HYZHY OLEH,Ukraine,"bed, room, dark, girl, lying",Women,Fine Art,"Acrylic, Oil",Canvas,"$1,240.00",Painting,23.6  H, 19.7  W,0.6
/art/Painting-Sleeping-in-the-General-s-House/343864/2423655/view,David Holcomb,United States,"storm, urban, chaos, richter, collage, angular, anxiety, energy, architecture, grid, hot, landscape",Architecture,"Abstract, Fine Art, Modern",Acrylic,Wood,$735.00,Painting,28  H, 24  W,0.5
/art/Painting-Fruitfulness/845823/3105017/view,Neli Lukashyk,Belarus,"pear, portrait, shape, blue, vase, yellow, bright colors, dame, apple, abstraction",Portrait,"Abstract, Modern, Fine Art, Art Deco, Portraiture","Acrylic, Gouache, Watercolor",Paper,$235.00,Painting,15.5  H, 14.8  W,0.1
/art/Painting-experimental-theatre-04/736390/2256320/view,Kim Byungkwan,South Korea,"stuff, theatre, war, 1940, montage",Pop Culture/Celebrity,"Fine Art, Pop Art",Acrylic,Canvas,"$5,810.00",Painting,57.3  H, 44.1  W,2
/art/Painting-flower-027/753/2517786/view,Bert Van Zelm,Spain,"color, towards abstraction, flower, flowers, nature",Floral,"Figurative, Fine Art",Oil,Canvas,"$9,850.00",Painting,59.1  H, 63  W,1.2
/art/Painting-Shielded/792144/2501001/view,Elyce Abrams,United States,"black, oragne, abstract, glow, landscape",Landscape,"Abstract, Conceptual, Fine Art, Modern, Impressionism","Acrylic, Oil",Wood,$880.00,Painting,16  H, 16  W,2
/art/Painting-La-source-series-Tired-Ghosts/736969/2568764/view,Jean*Philippe Brunaud,France,"tired ghosts, primary forest, forest, hidden, human",Nature,"Expressionism, Figurative, Fine Art","Acrylic, Oil",Canvas,"$11,750.00",Painting,68.9  H, 118.1  W,1.2
/art/Painting-neo-n-classical/744946/2816045/view,William LaChance,United States,"painting, text, urban, Pop art, street art, large painting, contemporary, silicon valley, william lachance, mid century modern, loft, modern",Abstract,"Abstract, Fine Art, Modern, Pop Art, Street Art","Enamel, Gouache, Acrylic",Other,"$5,900.00",Painting,44  H, 36  W,2
/art/Painting-people-on-the-street/715431/3230763/view,Sonja Zeltner,Germany,"people, stencils, Yellow Grey, streetart, communication",Abstract,"Abstract, Abstract Expressionism, Fine Art, Street Art",Acrylic,Canvas,"$1,200.00",Painting,35.4  H, 35.4  W,1.6
/art/Painting-THE-AGE-OF-THE-WHEEL/64482/1946549/view,Oscar Manuel Vargas,United States,"people, red, blue, surrealism, surrealist, symbolist, photorealism, magritte, oscarmanuelv, figurative, armor, landscape",Architecture,"Surrealism, Figurative, Realism, Fine Art",Acrylic,Canvas,"$6,000.00",Painting,36  H, 60  W,2
/art/Painting-P-Palacio-in-his-atelier/820370/3186343/view,Maxim Iangaev,France,"chair, francis bacon, Velasquez, patrice palacio, oil",People,"Expressionism, Fine Art, Figurative","Oil, Acrylic, Gesso",Canvas,"$2,160.00",Painting,94.4  H, 59  W,1.9
/art/Painting-Mocha-Tundra/8619/3044367/view,Lisa Carney,Canada,"taupe, turquoise, brown, Large Landscape, modern art, mocha, minimalist painting, colorfield, Large abstract, abstract landscape, gray, green",Landscape,"Abstract, Fine Art, Minimalism, Modern, Abstract Expressionism",Acrylic,Canvas,"$1,320.00",Painting,34  H, 36  W,1.5
/art/Painting-Stopped-Time-II/5961/2384529/view,Rusudan Khizanishvili,Georgia,"wolf, black room, yellow, ceomentric, ghost",Animal,"Fine Art, Abstract Expressionism, Expressionism, Modern","Acrylic, Ink, collage",Canvas,$840.00,Painting,14.2  H, 14.2  W,0.8
/art/Painting-Don-t-tell-me-Dreams-are-an-Illusion-Tribute-to-Cy/554227/2439733/view,Anna Schueler,Germany,"blue, white, abstract art, abstract painting , Cy Twombly, anna schueler, garden, Twombly series, whitespace, inspired",Abstract,"Abstract, Abstract Expressionism, Conceptual, Fine Art, Expressionism",Acrylic,Canvas,"$2,400.00",Painting,31.5  H, 39.4  W,0.8
/art/Painting-Motherly-Love-Blue-Whales/57095/3091022/view,Marina Kulik,France,"protection, blue, water, whale, calf, child, diver, animal, deep sea, baby, love, ocean",Animal,"Figurative, Surrealism, Fine Art, Realism",Watercolor,Paper,"$1,620.00",Painting,15.7  H, 19.7  W,0.1
/art/Painting-Polluted-venus/668492/2530701/view,Emanuele Taglieri,Italy,"beauty, pollution, stencil, venus, Botticelli, aphrodite, reinassence, asma",Classical mythology,"Figurative, Fine Art, Pop Art, Expressionism, Illustration",Spray Paint,Canvas,$240.00,Painting,19.7  H, 27.6  W,0.8
/art/Painting-Hypnosis/721790/2307205/view,Elena Dimitrova,,"bird cage, domestic, fantasy, hypnosis, memory",Fantasy,"Fine Art, Abstract Expressionism, Figurative","Mixed medium,  iol on canvas","Canvas, Cardboard, Paper","$3,250.00",Painting,59.1  H, 47.2  W,0.8
/art/Painting-Places-to-Go/46363/3120186/view,Debbie Likley Pacheco,United States,"painting, vertical, new york, fine art, contemporary art, modern art, city, figurative, light",Cities,"Modern, Abstract, Figurative, Fine Art, Street Art",Oil,Canvas,"$2,250.00",Painting,48  H, 36  W,1.5
/art/Painting-Composition-for-Q-G/76907/3146572/view,Stanislav Riha,Canada,"acrylic, blue, canvas, abstract, music expression, letters, ochre",Abstract,"Abstract, Fine Art","Enamel, Acrylic, Oil, Paint",Canvas,"$3,474.00",Painting,40  H, 36  W,1
/art/Painting-Whats-the-worst-that-could-happen/722327/3079664/view,Matthew David Smith,United Kingdom,"pop, surface, texture, colour, abstract",Abstract,"Abstract, Conceptual, Fine Art, Pop Art","Acrylic, Oil, Spray Paint","Canvas, Wood",$900.00,Painting,8  H, 6  W,2
/art/Painting-The-Duchess/1941/2880492/view,Juan Vatio,United Kingdom,"poverty, religion, war, wealth, memory",People,"Conceptual, Figurative, Impressionism, Fine Art, Portraiture",Acrylic,Wood,"$1,720.00",Painting,14.2  H, 11.8  W,0.2
/art/Painting-Sight-13/314224/2362913/view,Ad van Riel,Netherlands,"paint, people, red, birds, blue, yellow, creatures, forms, landscape",Abstract,"Figurative, Fine Art",Oil,Paper,$760.00,Painting,11.8  H, 15.7  W,1.2
/art/Painting-Still-life-with-teapot/658904/2769930/view,Shandor Alexander,Ukraine,"sale, still life, lilak, shandor, sandor, art, oil",Still Life,"Art Deco, Fine Art, Impressionism, Minimalism, Realism",Oil,Canvas,"$2,390.00",Painting,39.4  H, 39.4  W,1.2
/art/Painting-Newspaper-De-Telegraaf-with-oranges/680943/2939470/view,olga formisano,Italy,"realism, still life, fine art, photorealism, contemporary paintings, hyperrealism, figurative, olga formisano, De Telegraaf, modern, newspaper, oranges",Still Life,"Fine Art, Figurative, Modern, Photorealism, Realism",Oil,Canvas,"$3,450.00",Painting,19.7  H, 23.6  W,0.6
/art/Painting-Close/259339/2699647/view,Mike Edwards,United Kingdom,"pop, typography, Robert Indiana, black and white , chiaroscuro, close, Brexit, letters, loss, love, minimalism, monochrome",Typography,"Fine Art, Pop Art, Conceptual, Modern, Street Art","Acrylic, Airbrush",Canvas,"$3,850.00",Painting,51.2  H, 47.2  W,1.8
/art/Painting-Storm-ahead/809962/2605099/view,M*ty*s Kov*cs,Hungary,"paper, pastel, red, sea, storm, zen, clouds, drawing, abstract, gesture, illustration, ink",Nature,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Modern","Ink, pastel, Watercolor",Paper,"$1,340.00",Painting,27.6  H, 19.7  W,0.4
/art/Painting-Body-Language-2/5961/3222324/view,Rusudan Khizanishvili,Georgia,"pink, body, crimson, girl, language",Body,"Expressionism, Figurative, Fine Art",Acrylic,Cardboard,$495.00,Painting,11.8  H, 7.9  W,0.4
/art/Painting-verdigris-7/4181/2172271/view,Karen Evans,United Kingdom,"verdigris, organic, yellow ochre, biomorphic, colour, desert, strong forms, abstract, graphic, landscape, monochrome",Abstract,"Abstract, Fine Art, Minimalism",Acrylic,Canvas,"$2,360.00",Painting,50  H, 52  W,1
/art/Painting-Cohesion-white-grey-white/423205/2596864/view,Tineke Porck,Netherlands,"painting, white, Color field, contemporary, modern minimalism, abstract, porck, transparant, grey, light, lines, minimal",Abstract,"Abstract, Conceptual, Minimalism, Fine Art, Geometric",Oil,Canvas,"$3,650.00",Painting,47.2  H, 39.4  W,1.6
/art/Painting-Pink-trees/289006/3210500/view,Olga Novokhatska,France,"pink, olga novokhatska, spring, trees, flowers",Nature,"Expressionism, Impressionism, Fine Art, Modern",Oil,Canvas,$205.00,Painting,7.5  H, 7.5  W,0.2
/art/Painting-girl-4/564377/2622068/view,Giovanni Pirondini,Italy,"portrait, body, woman, naked, nude",Nude,"Figurative, Fine Art, Portraiture, Realism",Oil,Wood,$495.00,Painting,8.3  H, 11.8  W,1.2
/art/Painting-The-Flow/823783/2681313/view,Michele West,United States,"organic, earth colors, abstract, Michele West, green",Abstract,"Abstract, Abstract Expressionism, Fine Art",Oil,Canvas,"$2,050.00",Painting,48  H, 36  W,1
/art/Painting-Solar-Hare/786967/2871885/view,Elina Plume,Latvia,"silhouette, sun, sunlight, sunny, urban, wall, window, yellow, contrast, abstract, orange",Wall,"Abstract, Fine Art","Acrylic, Oil",Canvas,$790.00,Painting,43.3  H, 35.4  W,0.8
/art/Painting-Allegory-of-Desire/83464/1693632/view,Anne Herrero,United States,"skull, traditional, still life, oil painting, still-life, Anne Herrero, Herrero, classical, cloth, dark",People,"Realism, Fine Art, Surrealism",Oil,Canvas,"$1,950.00",Painting,33  H, 39  W,2
/art/Painting-Limassol-Street/754824/2297861/view,Alan Rutherford,United Kingdom,"limassol, sun, Cyprus, heat, midday",Architecture,Fine Art,Oil,Canvas,$340.00,Painting,23.6  H, 31.5  W,2
/art/Painting-I-look-and-wonder/348441/2622451/view,Marta Zawadzka,Poland,"pet, portrait, frenchbulldog, dog, face, freedom, joy, love",Animal,"Pop Art, Fine Art, Impressionism, Street Art","Acrylic, Spray Paint",Canvas,"$2,190.00",Painting,43.3  H, 39.4  W,0.8
/art/Painting-On-the-sideboard/337778/2761784/view,Petra Beeking,Germany,"porcelain, she, blue, vintage, woman, excellent, figure, girl",Women,"Figurative, Expressionism, Fine Art, Portraiture",Oil,Canvas,$930.00,Painting,23.6  H, 21.6  W,0.6
/art/Painting-Apart/391789/2948977/view,Laura Viapiano,United States,"blue, texture, wind, change, contemporary art, Los Angeles, Laura Viapiano, autumn, minimalism, nature",Abstract,"Abstract, Abstract Expressionism, Expressionism, Fine Art, Minimalism",Oil,Canvas,"$1,600.00",Painting,24  H, 18  W,0.8
/art/Painting-Thrice-in-Two/59003/3132822/view,Emanuele Cacciatore,United States,"painterly, contemporary, expressionism, abstract, emanuele cacciatore, nonrepresentational",Abstract,"Abstract, Expressionism, Fine Art, Modern",Acrylic,"Canvas, Wood","$3,010.00",Painting,30  H, 30  W,2
/art/Painting-Saturday-Morning/671216/2401777/view,Chin h Shin,United States,"people, street, urban, Cityscape, new york, fine art, manhattan, city, lady, oil",Cities,"Fine Art, Modern, Street Art, Expressionism",Oil,Canvas,"$2,350.00",Painting,24  H, 24  W,1
/art/Painting-Chairs-4/303510/1989447/view,Liliana Miguel Sanz,AR,"painting, sillas, chairs, living room, Liliana Miguel Sanz, armchair",Interiors,"Art Deco, Figurative, Expressionism, Fine Art","Watercolor, Ink",Paper,"$3,150.00",Painting,23.6  H, 55.1  W,0.4
/art/Painting-1A-Woman/419688/2675336/view,Jordi Sugranes,Spain,"paintings, portrait, realism, body, women, fine art, erotic, figurative, figure, modern, nude, oil",Women,"Figurative, Fine Art, Modern, Realism",Oil,Canvas,"$1,080.00",Painting,12.9  H, 21.6  W,0.7
/art/Painting-Half-cup-of-water-2/725435/3161910/view,Dongze Huo,United States,"Life experience, collage, decorated, autobiographical content, psychological emotion, abstract, organic shapes",Abstract,"Abstract, Abstract Expressionism, Modern, Fine Art","Acrylic, Oil, Ink, Ballpoint Pen, Fabric","Canvas, Paper","$3,010.00",Painting,40  H, 30  W,1.5
/art/Painting-Always-Moving/792144/2830553/view,Elyce Abrams,United States,"acrylic, yellow, gloss paint, abstract, fluid, green",Abstract,"Abstract, Fine Art, Conceptual, Modern, Impressionism",Acrylic,Wood,$930.00,Painting,18  H, 18  W,1
/art/Painting-In-a-port/286939/2643910/view,Nelina Trubach*Moshnikova,Ukraine,"port, stop, boats, Yalta, red.",Boat,"Expressionism, Fine Art",Oil,Canvas,$880.00,Painting,19.7  H, 25.6  W,0.8
/art/Painting-Passerby/25560/2839922/view,Gregg Chadwick,United States,"portrait, revenant, time, waitress, work, seattle, light, memory, moment",Portrait,"Figurative, Fine Art, Modern, Surrealism, Realism",Oil,Canvas,"$1,950.00",Painting,24  H, 18  W,2
/art/Painting-Greenland-Glaciers/739594/2614264/view,Peter Perlegas,United States,"painting, realism, icescape, photorealism, hyperrealism, perlegas, glacier, landscape, oil",Landscape,"Photorealism, Realism, Fine Art",Oil,Canvas,$735.00,Painting,16  H, 12  W,0.3
/art/Painting-Firework/665052/2705487/view,Mathieu Morin,France,"play, boy, yellow, firework, flame, green, man",Men,"Figurative, Fine Art, Modern","Acrylic, Oil, Tempera",Canvas,"$2,360.00",Painting,31.5  H, 31.5  W,2.8
/art/Painting-Clean-Soul/661225/2242373/view,Hakob Hakobyan,United States,"abstract art, fine art, oil painting, figurative painting, acriliyc, canvas oil paint. Wood, Artwork for home, artworks for gift. Art for ce, man and women., art",Abstract,"Figurative, Fine Art, Modern, Abstract, canvas painting","Acrylic, Oil","Canvas, Other","$4,850.00",Painting,45  H, 51  W,1
/art/Painting-A-Summers-Eve/751367/2790779/view,Damian Davies,United Kingdom,"realism, sea, sky, sunset, SEA SCAPE, landscape",Beach,"Expressionism, Fine Art, Surrealism, Realism",Oil,Canvas,$760.00,Painting,20  H, 33  W,2
/art/Painting-Stoeien-1-rumble-and-tumble-1/93575/2316381/view,David Wasch,Netherlands,"tumble, david, children, wasch, rumble",Children,"Expressionism, Figurative, Fine Art",Acrylic,Canvas,$980.00,Painting,19.7  H, 15.7  W,1.2
/art/Painting-Fluoro/409797/2572439/view,Jack Sutherland,United Kingdom,"black, abstract, fluorescent, grid, masking, minimal",Abstract,"Abstract, Fine Art, Modern",Oil,"Canvas, Wood","$2,410.00",Painting,39.4  H, 31.5  W,2
/art/Painting-evening-landscape/481815/3101511/view,Konrad Biro,,"purple, blue, wood, yellow, evening, abstract, fulcolor, landscape, minimalism, modern, oil",Abstract,"Abstract, Fine Art, Minimalism, Modern",Oil,Cardboard,$215.00,Painting,6.7  H, 9.1  W,0.1
/art/Painting-Flight-of-the-Bumble-Bee/762916/2335063/view,Mark Ashworth,,"playful, black, sophisticated, white, nature",Abstract,"Abstract, Expressionism, Fine Art",Oil,Canvas,"$2,340.00",Painting,30  H, 30  W,2
/art/Painting-Medusa/399524/3136815/view,Marijah Bac Cam,France,"paper, pattern, water, word, writing, Mixed Media, graffiti, organic, calligraphy, medusa, marijah bac cam, mythology",Water,"Street Art, Surrealism, Abstract, Conceptual, Fine Art","Ink, Marker, Charcoal, Paint",Paper,"$5,350.00",Painting,39.4  H, 88.6  W,0
/art/Painting-Circus-and-Adams-the-Mouse/349849/2153704/view,joni scully,United States,"women, Picasso, circus, animals, entertainment, magic",Performing Arts,"Expressionism, Figurative, Fine Art, Impressionism",Oil,Canvas,"$14,750.00",Painting,70  H, 72  W,2
/art/Painting-Building-Hope/771401/2411702/view,Michael Chomse,South Africa,"Palette Knife, oil on canvas, Interior Building, abstract, grey",Architecture,"Fine Art, Modern",Oil,Canvas,"$1,540.00",Painting,30  H, 40  W,1
/art/Painting-Springtime/402484/2790652/view,Natalia Ioustitskaia,Russia,"blue, spring, water, morning, green, haze, lake, mist",Seasons,Fine Art,Oil,Canvas,"$1,340.00",Painting,27.6  H, 27.6  W,1
/art/Painting-golden-apples/805287/2773959/view,HYZHY OLEH,Ukraine,"tables, apples, food, golden, aotomn",Food & Drink,Fine Art,Oil,Canvas,"$2,290.00",Painting,31.5  H, 27.6  W,0.9
/art/Painting-Urban-Sunset/790115/2759710/view,Candice Chovanec,United States,"beautiful, pink, blue, sunset, trees, california, orange county, plein air, alla prima, powerlines",Landscape,"Expressionism, Impressionism, Fine Art, Modern, Realism",Oil,Wood,$235.00,Painting,10  H, 8  W,0.5
/art/Painting-M95/701009/2257761/view,Woojung Son,South Korea,"pink, snow, surrealism, boy, Woojung Son, girl, green",Fantasy,"Fine Art, Illustration, Surrealism","Gesso, Oil",Canvas,"$16,000.00",Painting,51.3  H, 102.6  W,0.8
/art/Painting-It-only-takes-a-spark/56039/3050821/view,Vicky Barranguet,United States,"sense, internal world, external, improvisation, impulse, intuition",Abstract,"Abstract, Expressionism, Fine Art","Acrylic, Oil",Canvas,"$12,750.00",Painting,66  H, 96  W,2
